id,state,name,bucket,recommendedAction,reason,status,leadType,likelyLayer,hasCoordinate,priority
ne-lead-ne-buffalo-sandy-channel-sra,NE,Sandy Channel SRA campground,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,active_candidate,coordinate_rescue,Rustic / Primitive,no,High
ne-lead-ne-hall-cheyenne-sra-campground,NE,Cheyenne SRA campground,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,active_candidate,coordinate_rescue,Modern Campgrounds,no,Medium
ne-lead-ne-buffalo-windmill-sra-campground,NE,Windmill SRA campground,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,active_candidate,coordinate_rescue,Modern Campgrounds,no,Medium
ne-lead-ne-kearney-fort-kearny-sra-campgrounds,NE,Fort Kearny SRA East / West Campgrounds,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,active_candidate,coordinate_rescue,Modern Campgrounds,no,Medium
ne-lead-ne-hall-mormon-island-sra-campgrounds,NE,Mormon Island SRA Cedar / Cottonwood Campgrounds,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,active_candidate,coordinate_rescue,Modern Campgrounds,no,Medium
ne-lead-victoria-springs-sra-campground-coordinate-rescue,NE,Victoria Springs SRA Campground,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,lead_coordinate_rescue,coordinate_rescue,Modern Campgrounds,no,Medium
ne-lead-broken-bow-tomahawk-rv-park-coordinate-rescue,NE,Tomahawk City Park / Broken Bow RV Park,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,lead_coordinate_rescue,coordinate_rescue,Modern Campgrounds or Private/Local,no,Medium
ne-lead-ravenna-annevar-park-rv-camping-coordinate-rescue,NE,Annevar Park RV Hookups,TRUE_LEAD_RESEARCH_OR_EXTERNAL,Keep as lead until proof/geometry/status is resolved.,"Still has a proof, geometry, legality, duplicate, or current-status blocker.",lead_coordinate_rescue,coordinate_rescue,Rustic / Primitive or Modern after shower proof,no,High
ne-lead-hall-county-park-campground-coordinate-rescue,NE,Hall County Park / George H. Clayton Campground,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,lead_coordinate_rescue,coordinate_rescue,Modern Campgrounds likely,no,Medium
ne-lead-merrick-bader-memorial-park-campground-coordinate-rescue,NE,Bader Memorial Park Campground,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,lead_coordinate_rescue,coordinate_rescue,Private/Local Campgrounds,no,Medium
ne-lead-ne-w8-fremont-lakes-sra,NE,Fremont Lakes SRA,TRUE_LEAD_RESEARCH_OR_EXTERNAL,Keep as lead until proof/geometry/status is resolved.,"Still has a proof, geometry, legality, duplicate, or current-status blocker.",Official proof strong; coordinate rescue needed,coordinate_rescue,Modern Campgrounds + Rustic component,no,Medium
ne-lead-ne-w8-lake-wanahoo-nrd,NE,Lake Wanahoo NRD Recreation Area,TRUE_LEAD_RESEARCH_OR_EXTERNAL,Keep as lead until proof/geometry/status is resolved.,"Still has a proof, geometry, legality, duplicate, or current-status blocker.",Official proof strong; coordinate rescue needed,coordinate_rescue,Modern Campgrounds + Rustic / Primitive,no,High
ne-lead-ne-w8-czechland-lake-nrd,NE,Czechland Lake Recreation Area,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,Official proof strong; coordinate rescue needed,coordinate_rescue,Rustic / Primitive,no,High
ne-lead-ne-w8-conestoga-sra,NE,Conestoga SRA,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,Official proof strong; coordinate rescue needed,coordinate_rescue,Rustic / Primitive,no,High
ne-lead-ne-w8-branched-oak-sra,NE,Branched Oak SRA,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,Official proof strong; coordinate rescue needed,coordinate_rescue,Modern Campgrounds,no,Medium
ne-lead-ne-w8-branched-oak-equestrian-basic,NE,Branched Oak Homestead / Equestrian Basic component,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,Strong lead; exact component coordinate needed,coordinate_rescue,Rustic / Primitive,no,High
ne-lead-ne-w8-pawnee-sra,NE,Pawnee SRA,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,Official proof strong; coordinate rescue needed,coordinate_rescue,Modern Campgrounds,no,Medium
ne-lead-ne-w8-pawnee-basic-equestrian,NE,Pawnee SRA Basic / Equestrian Basic components,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,Strong lead; exact split needed,coordinate_rescue,Rustic / Primitive,no,High
ne-lead-ne-w8-wagon-train-sra,NE,Wagon Train SRA,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,Official proof strong; coordinate rescue needed,coordinate_rescue,Rustic / Primitive,no,High
ne-lead-ne-w8-bluestem-sra,NE,Bluestem SRA,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,Official proof strong; coordinate rescue needed,coordinate_rescue,Rustic / Primitive,no,High
ne-lead-ne-w8-stagecoach-sra,NE,Stagecoach SRA,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,Official proof strong; coordinate rescue needed,coordinate_rescue,Rustic / Primitive,no,High
ne-lead-ne-w8-rockford-lake-sra,NE,Rockford Lake SRA,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,Official proof strong; coordinate rescue needed,coordinate_rescue,Rustic / Primitive,no,High
ne-lead-ne-w8-rock-creek-station-sra,NE,Rock Creek Station SRA campground,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,Official proof strong; coordinate rescue needed,coordinate_rescue,Modern Campgrounds,no,Medium
ne-lead-ne-w8-rock-creek-station-equestrian,NE,Rock Creek Station horse camp,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,Strong lead; exact split coordinate needed,coordinate_rescue,Rustic / Primitive,no,High
ne-lead-ne-w8-alexandria-sra,NE,Alexandria SRA,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,Official/tourism proof strong; coordinate rescue needed,coordinate_rescue,Rustic / Primitive,no,High
ne-lead-ne-w8-verdon-sra,NE,Verdon SRA,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,Official proof strong; coordinate rescue needed,coordinate_rescue,Rustic / Primitive,no,High
ne-lead-ne-w8-iron-horse-trail-lake,NE,Iron Horse Trail Lake,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,Official NRD proof; coordinate rescue needed,coordinate_rescue,Rustic / Primitive,no,High
ne-lead-ne-w8-dead-timber-sra,NE,Dead Timber SRA,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,Official proof strong; coordinate rescue needed,coordinate_rescue,Rustic / Primitive,no,High
ne-lead-ne-w8-summit-lake-sra,NE,Summit Lake SRA,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,Official proof strong; coordinate rescue needed,coordinate_rescue,Rustic / Primitive,no,High
ne-lead-ne-w8-pelican-point-sra,NE,Pelican Point SRA,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,Official proof strong; coordinate rescue needed,coordinate_rescue,Rustic / Primitive,no,High
ne-lead-ne-w8-riverview-marina-sra,NE,Riverview Marina SRA,TRUE_LEAD_RESEARCH_OR_EXTERNAL,Keep as lead until proof/geometry/status is resolved.,"Still has a proof, geometry, legality, duplicate, or current-status blocker.",Official proof strong; coordinate rescue needed,coordinate_rescue,Modern Campgrounds + Rustic component,no,Medium
ne-lead-ne-w8-indian-cave-sp,NE,Indian Cave State Park campground system,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,Official proof strong; coordinate rescue needed,coordinate_rescue,Modern Campgrounds + Rustic / Primitive,no,High
ne-lead-ne-w8-indian-cave-adirondack-shelters,NE,Indian Cave Adirondack shelters / trail overnight component,TRUE_LEAD_RESEARCH_OR_EXTERNAL,Keep as lead until proof/geometry/status is resolved.,"Still has a proof, geometry, legality, duplicate, or current-status blocker.",Strong official lead; exact shelters needed,coordinate_rescue,Boat / Backpack,no,High
ne-lead-ne-w8-eugene-t-mahoney-sp,NE,Eugene T. Mahoney State Park campground,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,Official proof strong; coordinate rescue needed,coordinate_rescue,Modern Campgrounds,no,Medium
ne-lead-ne-w8-platte-river-sp,NE,Platte River State Park campground,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,Official proof strong; coordinate rescue needed,coordinate_rescue,Modern Campgrounds,no,Medium
ne-lead-ne-w8-platte-river-basic-sites,NE,Platte River State Park basic sites,REJECT_DUPLICATE_OR_CLOSURE_REVIEW,"Review for rejected ledger, duplicate merge, or closure/status note.","Status/action fields contain duplicate, wrong-state, closure, malformed, or do-not-import language.",Strong lead; exact coordinate needed,coordinate_rescue,Rustic / Primitive,no,High
ne-lead-ne-w8-louisville-sra,NE,Louisville SRA campground,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,Official proof strong; coordinate rescue needed,coordinate_rescue,Modern Campgrounds,no,Medium
ne-lead-ne-w8-louisville-platte-river-special-site,NE,Louisville SRA special Platte River campsite,TRUE_LEAD_RESEARCH_OR_EXTERNAL,Keep as lead until proof/geometry/status is resolved.,"Still has a proof, geometry, legality, duplicate, or current-status blocker.",Strong lead; exact coordinate blocked,coordinate_rescue,Boat / Backpack or Rustic / Primitive,no,High
ne-lead-ne-w8-two-rivers-sra,NE,Two Rivers SRA campground,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,Official proof strong; coordinate rescue needed,coordinate_rescue,Modern Campgrounds + Rustic component,no,Medium
ne-lead-ne-w8-memphis-sra,NE,Memphis SRA,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,Official proof strong; coordinate rescue needed,coordinate_rescue,Rustic / Primitive,no,High
ne-lead-ne-w8-lake-cunningham-campground,NE,Lake Cunningham Campground,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,Official/operator proof strong; coordinate rescue needed,coordinate_rescue,Modern Campgrounds,no,Medium
ne-lead-ne-w8-camp-a-way,NE,Camp A Way,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,Operator proof strong,coordinate_rescue,Private Campgrounds,no,Medium
ne-lead-ne-w8-ashland-rv-campground,NE,Ashland RV Campground,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,Operator proof strong,coordinate_rescue,Private Campgrounds,no,Medium
ne-lead-ne-w8-pine-grove-rv,NE,Pine Grove RV Park & Campground,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,Operator proof adequate; coordinate rescue needed,coordinate_rescue,Private Campgrounds,no,Medium
ne-lead-ne-w8-hidden-falls-rv,NE,Hidden Falls Cabins & RV Park,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,Operator proof strong,coordinate_rescue,Private Campgrounds,no,Medium
ne-lead-ne-w8-winsor-cove-haworth,NE,Winsor Cove / Haworth Park Campground,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,Operator proof strong,coordinate_rescue,Private Campgrounds,no,Medium
ne-lead-ne-w8-weeping-water-city-campground,NE,Weeping Water City Lake / Campground,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,Official city proof; coordinate rescue needed,coordinate_rescue,Rustic / Primitive,no,High
ne-lead-ne-w8-auburn-rv-park,NE,Auburn RV Park & Campground,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,Official city proof strong,coordinate_rescue,Modern Campgrounds,no,Medium
ne-lead-ne-w8-southside-rv-auburn,NE,Southside RV Park,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,Tourism/operator proof adequate; coordinate rescue needed,coordinate_rescue,Private Campgrounds,no,Medium
ne-lead-ne-w8-pawnderosa-pawnee-city,NE,Pawnderosa / Pawnee City campground,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,Official city camping proof; coordinate conflict,coordinate_rescue,Rustic / Primitive,no,High
ne-lead-ne-w8-wilber-legion-park,NE,Wilber Legion Memorial Park campground,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,Public lead; official proof partial,research_needed,Rustic / Primitive,no,High
ne-lead-ne-w8-smith-creek-nrd,NE,Smith Creek Recreation Area,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,Official NRD proof strong,coordinate_rescue,Rustic / Primitive,no,High
ne-lead-ne-w8-oxbow-trail-nrd,NE,Oxbow Trail Recreation Area,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,Official NRD proof strong,coordinate_rescue,Rustic / Primitive,no,High
ne-lead-ne-w8-overland-trail-nrd,NE,Overland Trail Recreation Area,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,Official NRD proof strong,coordinate_rescue,Rustic / Primitive,no,High
ne-lead-ne-w8-buckley-creek-nrd,NE,Buckley Creek Recreation Area,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,Official NRD proof strong,coordinate_rescue,Rustic / Primitive,no,High
ne-lead-ne-w8-lone-star-nrd,NE,Lone Star Recreation Area,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,Official NRD proof strong,coordinate_rescue,Rustic / Primitive,no,High
ne-lead-ne-w8-twin-lakes-wma-correction,NE,Twin Lakes State Wildlife Management Area,AREA_RULE_COMMUNITY_OR_OVERLAY_CANDIDATE,Evaluate as area/rule/community marker or overlay candidate; do not force exact campground coordinates.,"Looks like rule-area, boondocking, community, WMA/forest, permit, GIS, or overlay work.",Existing active but stale layer/source,coordinate_rescue,Boondocking / Dispersed,no,High
ne-lead-ne-w8-yankee-hill-wma-correction,NE,Yankee Hill State Wildlife Management Area,AREA_RULE_COMMUNITY_OR_OVERLAY_CANDIDATE,Evaluate as area/rule/community marker or overlay candidate; do not force exact campground coordinates.,"Looks like rule-area, boondocking, community, WMA/forest, permit, GIS, or overlay work.",Existing active but stale layer/source,coordinate_rescue,Boondocking / Dispersed,no,High
ne-lead-ne-w8-jack-sinn-wma-correction,NE,Jack Sinn Memorial WMA,AREA_RULE_COMMUNITY_OR_OVERLAY_CANDIDATE,Evaluate as area/rule/community marker or overlay candidate; do not force exact campground coordinates.,"Looks like rule-area, boondocking, community, WMA/forest, permit, GIS, or overlay work.",Existing active; source/layer cleanup,coordinate_rescue,Boondocking / Dispersed or Rustic / Primitive,no,High
in-lead-willow-slough-fwa-primitive-campground-coordinate-rescue,IN,Willow Slough FWA Primitive Campground,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,coordinate_rescue,coordinate_rescue,Rustic / Primitive,no,High
in-lead-tippecanoe-river-sp-canoe-camp-coordinate-rescue,IN,Tippecanoe River State Park Canoe Camp,TRUE_LEAD_RESEARCH_OR_EXTERNAL,Keep as lead until proof/geometry/status is resolved.,"Still has a proof, geometry, legality, duplicate, or current-status blocker.",coordinate_rescue,coordinate_rescue,Boat / Backpack,no,High
in-lead-tippecanoe-river-sp-horsemen-youth-camps-coordinate-rescue,IN,Tippecanoe River SP Horsemen’s / Youth Tent Areas,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,coordinate_rescue,coordinate_rescue,Rustic / Primitive,no,High
in-lead-potato-creek-horse-youth-camps-coordinate-rescue,IN,Potato Creek Horsemen’s Electric / Youth Tent Areas,TRUE_LEAD_RESEARCH_OR_EXTERNAL,Keep as lead until proof/geometry/status is resolved.,"Still has a proof, geometry, legality, duplicate, or current-status blocker.",coordinate_rescue,coordinate_rescue,Rustic / Primitive / Modern component split,no,High
in-lead-ross-camp-tippecanoe-county-campground-coordinate-rescue,IN,Ross Camp Campground,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,coordinate_rescue,coordinate_rescue,Modern + Rustic / Primitive split likely,no,High
in-lead-kankakee-river-water-trail-camp-coordinate-rescue,IN,Kankakee River Water Trail listed campground / Lake County Parks listing,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,identity_rescue,coordinate_rescue,Boat / Backpack,no,High
in-lead-rising-sun-campground-tippecanoe-river,IN,Rising Sun Campground,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,coordinate_rescue,coordinate_rescue,Private Campgrounds,no,Medium
in-lead-tippecanoe-river-run-coordinate-rescue,IN,Tippecanoe River Run,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,coordinate_rescue,coordinate_rescue,Private Campgrounds,no,Medium
in-lead-wolfes-leisure-time-campground-wabash-tippecanoe-edge,IN,Wolfe’s Leisure Time Campground,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,coordinate_rescue,coordinate_rescue,Private Campgrounds,no,Medium
in-lead-michigan-city-campground-coordinate-rescue,IN,Michigan City Campground,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,coordinate_rescue,coordinate_rescue,Private Campgrounds,no,Medium
in-lead-lakeshore-camp-resort-portage,IN,Lakeshore Camp Resort,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,coordinate_rescue,coordinate_rescue,Private Campgrounds,no,Medium
in-lead-woodland-village-rv-park-portage,IN,Woodland Village RV Park,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,coordinate_rescue,coordinate_rescue,Private Campgrounds,no,Medium
in-lead-plymouth-jellystone-park-coordinate-rescue,IN,Plymouth Jellystone Park,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,coordinate_rescue,coordinate_rescue,Private Campgrounds,no,Medium
in-lead-indiana-beach-monticello-koa,IN,Indiana Beach / Monticello KOA Holiday,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,coordinate_rescue,coordinate_rescue,Private Campgrounds,no,Medium
in-lead-white-oaks-rv-camping-monticello,IN,White Oaks RV and Camping,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,coordinate_rescue,coordinate_rescue,Private Campgrounds,no,Medium
in-lead-ebys-pines-rv-park-campground,IN,Eby’s Pines RV Park & Campground,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,coordinate_rescue,coordinate_rescue,Private Campgrounds,no,Medium
in-lead-elkhart-campground-coordinate-rescue,IN,Elkhart Campground,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,coordinate_rescue,coordinate_rescue,Private Campgrounds,no,Medium
in-lead-caboose-lake-campground-remington,IN,Caboose Lake Campground,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,coordinate_rescue,coordinate_rescue,Private Campgrounds,no,Medium
in-lead-turkey-run-youth-tent-areas-coordinate-rescue,IN,Turkey Run State Park Youth Tent Areas,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,coordinate_rescue,coordinate_rescue,Rustic / Primitive,no,High
