priority,state,id,name,layer,lat,lng,risk_signals,recommended_action,notes
P2,MI,s223,Crooked Lake Campsites,Modern Campgrounds,46.21686556,-86.43164556,Modern layer lacks visible modern-service proof in record text,Layer/access/service proof audit.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P2,MI,s231,D.H. Day Campground,Rustic / Primitive,44.8973,-86.0206,access wording suggests Boat / Backpack review,Layer/access/service proof audit.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P2,MI,s251,Diamond Point Campground,Rustic / Primitive,43.47444444,-86.21166667,access wording suggests Boat / Backpack review,Layer/access/service proof audit.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P2,MI,s269,East Lake Campsites,Modern Campgrounds,46.178469,-86.413376,Modern layer lacks visible modern-service proof in record text,Layer/access/service proof audit.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P2,MI,s1088,Ewing Point Campsite,Modern Campgrounds,46.21719223,-86.59095416,Modern layer lacks visible modern-service proof in record text,Layer/access/service proof audit.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P2,MI,s299,Fisherman's Island State Park Rustic Campground,Rustic / Primitive,45.2667,-85.3611,access wording suggests Boat / Backpack review,Layer/access/service proof audit.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P2,MI,s1036,Golden Lake Campground,Modern Campgrounds,46.17160677,-88.88275779,Modern layer lacks visible modern-service proof in record text,Layer/access/service proof audit.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P2,MI,s1076,Gooseneck Lake Campsites,Modern Campgrounds,46.0718825,-86.55002639,Modern layer lacks visible modern-service proof in record text,Layer/access/service proof audit.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P2,MI,s381,Henry Lake Campground,Modern Campgrounds,46.3305041,-89.7921041,Modern layer lacks visible modern-service proof in record text,Layer/access/service proof audit.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P2,MI,s392,Highbank Lake Campground,Rustic / Primitive,43.77083333,-85.88888889,access wording suggests Boat / Backpack review,Layer/access/service proof audit.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P2,MI,mi-v23192-hog-island-point-sfcg,Hog Island Point State Forest Campground,Rustic / Primitive,46.0810202318,-85.3066657,access wording suggests Boat / Backpack review,Layer/access/service proof audit.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P2,MI,s399,Hog Island State Forest Campground,Rustic / Primitive,46.0813749,-85.3064748,access wording suggests Boat / Backpack review; legacy active row has no visible source URL,Layer/access/service proof audit.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P2,MI,s412,Hovey Lake Campsites,Modern Campgrounds,46.2905,-86.7006,Modern layer lacks visible modern-service proof in record text,Layer/access/service proof audit.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P2,MI,s416,Hurricane River Campground,Rustic / Primitive,46.63,-86.659,access wording suggests Boat / Backpack review,Layer/access/service proof audit.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P2,MI,s1046,Imp Lake Campground,Modern Campgrounds,46.21766654,-89.070557,Modern layer lacks visible modern-service proof in record text,Layer/access/service proof audit.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P2,MI,s1078,Ironjaw Lake Campsites,Modern Campgrounds,46.171139,-86.547905,Modern layer lacks visible modern-service proof in record text,Layer/access/service proof audit.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P2,MI,s433,Island Lake Campground,Modern Campgrounds,46.2708333,-86.6513889,Modern layer lacks visible modern-service proof in record text; access wording suggests Boat / Backpack review,Layer/access/service proof audit.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P2,MI,s434,Island Lake-Canoe Campground,Rustic / Primitive,42.5169855,-83.690995,access wording suggests Boat / Backpack review; legacy active row has no visible source URL,Layer/access/service proof audit.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P2,MI,s1071,Jackpine Lake Campsites,Modern Campgrounds,46.114119,-86.521485,Modern layer lacks visible modern-service proof in record text,Layer/access/service proof audit.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P2,MI,s1074,Lake Nineteen Campsites,Modern Campgrounds,46.1722,-86.5438,Modern layer lacks visible modern-service proof in record text,Layer/access/service proof audit.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P2,MI,s1034,Lake Ottawa Campground,Modern Campgrounds,46.0807608,-88.76003616,Modern layer lacks visible modern-service proof in record text,Layer/access/service proof audit.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P2,MI,s1033,Lake Ste. Kathryn Campground,Modern Campgrounds,46.39317419,-88.72262918,Modern layer lacks visible modern-service proof in record text,Layer/access/service proof audit.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P2,MI,s1072,Leg Lake Campsites,Modern Campgrounds,46.128493,-86.48295,Modern layer lacks visible modern-service proof in record text,Layer/access/service proof audit.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P2,MI,s539,Little Bass Lake Campsites,Modern Campgrounds,46.163991,-86.450297,Modern layer lacks visible modern-service proof in record text,Layer/access/service proof audit.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P2,MI,s540,Little Beaver Lake Campground,Rustic / Primitive,46.5582661,-86.3627398,access wording suggests Boat / Backpack review,Layer/access/service proof audit.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P2,MI,s570,Luce County Park and Campground,Modern Campgrounds,46.2762462,-85.7267071,Modern layer lacks visible modern-service proof in record text,Layer/access/service proof audit.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P2,MI,s1037,Marion Lake Campground,Modern Campgrounds,46.269137,-89.086584,Modern layer lacks visible modern-service proof in record text,Layer/access/service proof audit.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P2,MI,s610,Minerva Lake Campsites,Modern Campgrounds,46.144479,-86.479266,Modern layer lacks visible modern-service proof in record text,Layer/access/service proof audit.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P2,MI,s611,Minnie Pond Campground,Rustic / Primitive,43.62722222,-85.89888889,access wording suggests Boat / Backpack review,Layer/access/service proof audit.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P2,MI,s1039,Moosehead Lake Campground,Rustic / Primitive,46.2367,-89.4681,access wording suggests Boat / Backpack review,Layer/access/service proof audit.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P2,MI,mi-v23192-mouth-two-hearted-river-sfcg,Mouth of Two Hearted River State Forest Campground,Rustic / Primitive,46.69792807,-85.42224986,access wording suggests Boat / Backpack review,Layer/access/service proof audit.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P2,MI,s1083,Mowe Lake Campsites,Modern Campgrounds,46.144676,-86.577019,Modern layer lacks visible modern-service proof in record text,Layer/access/service proof audit.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P2,MI,s624,Munising Tourist Park Campground,Modern Campgrounds,46.4409695,-86.6773787,Modern layer lacks visible modern-service proof in record text; access wording suggests Boat / Backpack review; legacy active row has no visible source URL,Layer/access/service proof audit.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P2,MI,s640,Nichols Lake South Campground,Rustic / Primitive,43.72305556,-85.90361111,access wording suggests Boat / Backpack review,Layer/access/service proof audit.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P2,MI,s1047,Norway Lake Campground,Modern Campgrounds,46.41583408,-88.68205671,Modern layer lacks visible modern-service proof in record text,Layer/access/service proof audit.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P2,MI,s650,O B Fuller County Park,Modern Campgrounds,45.5734971,-87.2452188,Modern layer lacks visible modern-service proof in record text; broad park/forest/lake/river/system name; review as area/rule or component split,Layer/access/service proof audit.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P2,MI,s1035,Paint River Forks Campground,Rustic / Primitive,46.23240559,-88.71756443,access wording suggests Boat / Backpack review,Layer/access/service proof audit.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P2,MI,s718,Platte River Campground,Modern Campgrounds,44.7156217,-86.1160284,Modern layer lacks visible modern-service proof in record text,Layer/access/service proof audit.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P2,MI,s733,Pomeroy Lake Campground,Modern Campgrounds,46.281465,-89.573967,Modern layer lacks visible modern-service proof in record text,Layer/access/service proof audit.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P2,MI,mi-v23192-pretty-lake-sfcg,Pretty Lake State Forest Campground,Rustic / Primitive,46.603335,-85.65739,access wording suggests Boat / Backpack review,Layer/access/service proof audit.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P2,MI,s753,Proud Lake Rec Area - Modern Campground,Modern Campgrounds,42.5632851,-83.5277624,Modern layer lacks visible modern-service proof in record text,Layer/access/service proof audit.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P2,MI,s754,Proud Lake State Park - Organizational Campground,Modern Campgrounds,42.5740746,-83.5554242,Modern layer lacks visible modern-service proof in record text,Layer/access/service proof audit.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P2,MI,s1089,Robbins Pond Campground,Modern Campgrounds,46.38084842,-89.22795977,Modern layer lacks visible modern-service proof in record text,Layer/access/service proof audit.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P2,MI,s824,Seaton Creek Campground,Rustic / Primitive,44.3577778,-85.8091667,access wording suggests Boat / Backpack review,Layer/access/service proof audit.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P2,MI,s839,Silver Lake - Boat in,Boondocking / Dispersed,46.6664939,-87.8529904,"vague/community wording in boondocking record — review for honest warning, not automatic defect; access wording suggests Boat / Backpack review; broad park/forest/lake/river/system name; review as area/rule or component split; legacy active row has no visible source URL",Layer/access/service proof audit.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P2,MI,s852,Sleepy Hollow State Park,Modern Campgrounds,42.9252559,-84.4094207,access wording suggests Boat / Backpack review; broad park/forest/lake/river/system name; review as area/rule or component split,Layer/access/service proof audit.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P2,MI,s1048,Sparrow Rapids Campground,Rustic / Primitive,46.50477544,-88.94735023,access wording suggests Boat / Backpack review,Layer/access/service proof audit.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P2,MI,s1082,Steuben Lake Campsites,Modern Campgrounds,46.19676027,-86.42600861,Modern layer lacks visible modern-service proof in record text,Layer/access/service proof audit.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P2,MI,s889,Sturgeon River Campground,Modern Campgrounds,46.570036,-88.656507,Modern layer lacks visible modern-service proof in record text,Layer/access/service proof audit.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P2,MI,s892,Sulak Campground,Rustic / Primitive,43.923778,-86.013254,access wording suggests Boat / Backpack review,Layer/access/service proof audit.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P2,MI,s1073,Swan Lake Campsites,Modern Campgrounds,46.16521194,-86.57843611,Modern layer lacks visible modern-service proof in record text,Layer/access/service proof audit.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P2,MI,s1038,Sylvania (Clark Lake) Campground,Modern Campgrounds,46.24029372,-89.3223604,Modern layer lacks visible modern-service proof in record text,Layer/access/service proof audit.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P2,MI,s901,Tahquamenon Falls State Park - Lower Falls Portage Campground,Modern Campgrounds,46.6031919,-85.1978829,Modern layer lacks visible modern-service proof in record text; access wording suggests Boat / Backpack review,Layer/access/service proof audit.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P2,MI,s902,Tahquamenon Falls State Park Rivermouth Campgrounds,Modern Campgrounds,46.5562704,-85.035522,Modern layer lacks visible modern-service proof in record text; access wording suggests Boat / Backpack review,Layer/access/service proof audit.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P2,MI,s1081,Triangle Lake Campsite,Modern Campgrounds,46.1663,-86.49765305,Modern layer lacks visible modern-service proof in record text,Layer/access/service proof audit.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P2,MI,s949,Upper Manistee Backcountry Campsites - Red Bridge,Boondocking / Dispersed,44.283861,-85.861844,access wording suggests Boat / Backpack review,Layer/access/service proof audit.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P2,MI,s959,Van Riper State Park,Modern Campgrounds,46.5180115,-87.9896908,access wording suggests Boat / Backpack review; broad park/forest/lake/river/system name; review as area/rule or component split,Layer/access/service proof audit.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P2,MI,s1070,Village Park Camping,Modern Campgrounds,47.18900032,-88.40400028,Modern layer lacks visible modern-service proof in record text; broad park/forest/lake/river/system name; review as area/rule or component split,Layer/access/service proof audit.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P2,MI,s968,Walkup Lake Campground,Rustic / Primitive,43.73472222,-85.90472222,access wording suggests Boat / Backpack review,Layer/access/service proof audit.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P2,MI,s993,White Pine Canoe Campground,Rustic / Primitive,44.6564048,-84.475576,access wording suggests Boat / Backpack review; legacy active row has no visible source URL,Layer/access/service proof audit.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P2,MI,s997,Whitewater Township Park and Campground,Modern Campgrounds,44.8162864,-85.3882439,access wording suggests Boat / Backpack review,Layer/access/service proof audit.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P2,MN,mn-superior-baker-lake-rustic-campground,Baker Lake Rustic Campground,Rustic / Primitive,47.84447473,-90.8170689,access wording suggests Boat / Backpack review,Layer/access/service proof audit.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P2,MN,mn-v23143-birch-lake-campground-backcountry-sites,Birch Lake Campground & Backcountry Sites,Rustic / Primitive,47.759391,-91.78198493,access wording suggests Boat / Backpack review,Layer/access/service proof audit.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P2,MN,mn-superior-cascade-river-rustic-campground,Cascade River Rustic Campground,Rustic / Primitive,47.8320653,-90.52973846,access wording suggests Boat / Backpack review,Layer/access/service proof audit.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P2,MN,mn-superior-clara-lake-rustic-campground,Clara Lake Rustic Campground,Rustic / Primitive,47.771494,-90.752951,access wording suggests Boat / Backpack review,Layer/access/service proof audit.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P2,MN,mn-v23143-crescent-lake-campground-backcountry-sites,Crescent Lake Campground & Backcountry Sites,Rustic / Primitive,47.82520417,-90.77299267,access wording suggests Boat / Backpack review,Layer/access/service proof audit.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P2,MN,mn-v23143-divide-lake-campground-backcountry-sites,Divide Lake Campground & Backcountry Sites,Rustic / Primitive,47.60995677,-91.25635807,access wording suggests Boat / Backpack review,Layer/access/service proof audit.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P2,MN,mn-v23143-east-bearskin-lake-campground,East Bearskin Lake Campground,Rustic / Primitive,48.03669264,-90.39614491,access wording suggests Boat / Backpack review,Layer/access/service proof audit.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P2,MN,mn-superior-eighteen-lake-rustic-campground,Eighteen Lake Rustic Campground,Rustic / Primitive,47.643572,-91.344165,access wording suggests Boat / Backpack review,Layer/access/service proof audit.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P2,MN,mn-superior-fourmile-lake-rustic-backcountry-sites,Fourmile Lake Rustic Campground & Backcountry Sites,Rustic / Primitive,47.701759,-90.964037,access wording suggests Boat / Backpack review,Layer/access/service proof audit.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P2,MN,mn-superior-harriet-lake-rustic-campground,Harriet Lake Rustic Campground,Rustic / Primitive,47.65779413,-91.11421719,access wording suggests Boat / Backpack review,Layer/access/service proof audit.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P2,MN,s1097,Jay Cook State Park Campground,Modern Campgrounds,46.6572204,-92.3733788,Modern layer lacks visible modern-service proof in record text; legacy active row has no visible source URL,Layer/access/service proof audit.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P2,MN,s442,Jay Cooke State Park,Modern Campgrounds,46.6523325,-92.3503332,Modern layer lacks visible modern-service proof in record text; broad park/forest/lake/river/system name; review as area/rule or component split; legacy active row has no visible source URL,Layer/access/service proof audit.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P2,MN,mn-superior-kawishiwi-lake-rustic-campground,Kawishiwi Lake Rustic Campground,Rustic / Primitive,47.83863965,-91.10253465,access wording suggests Boat / Backpack review,Layer/access/service proof audit.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P2,MN,mn-v23144-lake-auburn-campground-carver-park-reserve,Lake Auburn Campground — Carver Park Reserve,Rustic / Primitive,44.8650054,-93.6915985,access wording suggests Boat / Backpack review,Layer/access/service proof audit.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P2,MN,mn-v23144-lake-byllesby-campground,Lake Byllesby Campground,Modern Campgrounds,44.521754,-92.939787,Modern layer lacks visible modern-service proof in record text,Layer/access/service proof audit.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P2,MN,mn-superior-poplar-river-rustic-campground,Poplar River Rustic Campground,Rustic / Primitive,47.73817471,-90.7772997,access wording suggests Boat / Backpack review,Layer/access/service proof audit.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P2,MN,s745,Prairie Campground,Modern Campgrounds,44.1062888,-95.6972466,Modern layer lacks visible modern-service proof in record text; legacy active row has no visible source URL,Layer/access/service proof audit.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P2,MN,s768,Rice Creek Campgrounds,Modern Campgrounds,45.168611,-93.0809345,Modern layer lacks visible modern-service proof in record text; legacy active row has no visible source URL,Layer/access/service proof audit.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P2,MN,s781,Riverway Campground,Modern Campgrounds,45.2203968,-92.7564707,Modern layer lacks visible modern-service proof in record text; legacy active row has no visible source URL,Layer/access/service proof audit.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P2,MN,mn-superior-section-29-lake-rustic-campground,Section 29 Lake Rustic Campground,Rustic / Primitive,47.741326,-91.241525,access wording suggests Boat / Backpack review,Layer/access/service proof audit.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P2,MN,mn-v23144-shell-city-landing-campground,Shell City Landing Campground,Rustic / Primitive,46.9565,-94.9165,access wording suggests Boat / Backpack review,Layer/access/service proof audit.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P2,MN,mn-superior-silver-island-lake-rustic-backcountry-sites,Silver Island Lake Rustic Campground & Backcountry Sites,Rustic / Primitive,47.72719635,-91.14916709,access wording suggests Boat / Backpack review,Layer/access/service proof audit.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P2,MN,s855,Snake River Campground,Rustic / Primitive,45.8227778,-92.7805556,access wording suggests Boat / Backpack review,Layer/access/service proof audit.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P2,MN,mn-v23144-stony-point-campground,Stony Point Campground,Modern Campgrounds,47.13735,-94.456079,Modern layer lacks visible modern-service proof in record text,Layer/access/service proof audit.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P2,MN,mn-superior-toohey-lake-rustic-campground,Toohey Lake Rustic Campground,Rustic / Primitive,47.71227234,-90.95551594,access wording suggests Boat / Backpack review,Layer/access/service proof audit.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P2,MN,mn-superior-white-pine-lake-rustic-campground,White Pine Lake Rustic Campground,Rustic / Primitive,47.740029,-90.752657,access wording suggests Boat / Backpack review,Layer/access/service proof audit.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P2,MN,mn-superior-whitefish-lake-rustic-timber-frear-backcountry-area,Whitefish Lake Rustic Campground / Timber-Frear Backcountry Area,Rustic / Primitive,47.71886768,-91.04464322,access wording suggests Boat / Backpack review,Layer/access/service proof audit.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P2,MN,mn-v23144-willow-river-campground-and-group-campsite,Willow River Campground & Group Campsite,Rustic / Primitive,46.294,-92.818,access wording suggests Boat / Backpack review,Layer/access/service proof audit.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P2,MN,mn-superior-wilson-lake-rustic-backcountry-sites,Wilson Lake Rustic Campground & Backcountry Sites,Rustic / Primitive,47.66048383,-91.06296588,access wording suggests Boat / Backpack review,Layer/access/service proof audit.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P2,MO,s19,Annie and Abel Van Meter State Park,Modern Campgrounds,39.2583056,-93.2623605,Modern layer lacks visible modern-service proof in record text; broad park/forest/lake/river/system name; review as area/rule or component split; legacy active row has no visible source URL,Layer/access/service proof audit.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P2,MO,s28,Arrow Rock State Historic Site,Modern Campgrounds,39.066314,-92.948842,Modern layer lacks visible modern-service proof in record text; legacy active row has no visible source URL,Layer/access/service proof audit.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P2,MO,s37,Babler State Park,Modern Campgrounds,38.6174567,-90.6902843,Modern layer lacks visible modern-service proof in record text; broad park/forest/lake/river/system name; review as area/rule or component split; legacy active row has no visible source URL,Layer/access/service proof audit.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P2,MO,s38,Babler State Park Campground,Modern Campgrounds,38.6100216,-90.6863347,Modern layer lacks visible modern-service proof in record text; legacy active row has no visible source URL,Layer/access/service proof audit.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P2,MO,s52,Battle of Athens State Historic Site,Modern Campgrounds,40.5868649,-91.7080528,Modern layer lacks visible modern-service proof in record text,Layer/access/service proof audit.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P2,MO,s71,Bennett Spring State Park,Modern Campgrounds,37.7306627,-92.8588647,Modern layer lacks visible modern-service proof in record text; broad park/forest/lake/river/system name; review as area/rule or component split; legacy active row has no visible source URL,Layer/access/service proof audit.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P2,MO,s89,Big Lake State Park Campground,Modern Campgrounds,40.0862149,-95.3425882,Modern layer lacks visible modern-service proof in record text,Layer/access/service proof audit.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P2,MO,s159,Campground #2,Modern Campgrounds,36.5774366,-93.3015273,Modern layer lacks visible modern-service proof in record text; legacy active row has no visible source URL,Layer/access/service proof audit.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P2,MO,s228,Cuivre River State Park,Modern Campgrounds,39.0367314,-90.9329444,Modern layer lacks visible modern-service proof in record text; broad park/forest/lake/river/system name; review as area/rule or component split; legacy active row has no visible source URL,Layer/access/service proof audit.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P2,MO,s272,Echo Bluff State Park,Modern Campgrounds,37.3120122,-91.404816,Modern layer lacks visible modern-service proof in record text; broad park/forest/lake/river/system name; review as area/rule or component split; legacy active row has no visible source URL,Layer/access/service proof audit.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P2,MO,s292,Finger Lakes State Park,Modern Campgrounds,39.0808638,-92.313432,Modern layer lacks visible modern-service proof in record text; broad park/forest/lake/river/system name; review as area/rule or component split; legacy active row has no visible source URL,Layer/access/service proof audit.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P2,MO,s342,Graham Cave State Park,Modern Campgrounds,38.9065155,-91.5784385,Modern layer lacks visible modern-service proof in record text; broad park/forest/lake/river/system name; review as area/rule or component split; legacy active row has no visible source URL,Layer/access/service proof audit.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P2,MO,s365,Harry S. Truman State Park,Modern Campgrounds,38.277669,-93.4436004,Modern layer lacks visible modern-service proof in record text; broad park/forest/lake/river/system name; review as area/rule or component split; legacy active row has no visible source URL,Layer/access/service proof audit.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P2,MO,s513,Lake of the Ozarks State Park Campgrounds,Modern Campgrounds,38.07678,-92.5708162,Modern layer lacks visible modern-service proof in record text; legacy active row has no visible source URL,Layer/access/service proof audit.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P2,MO,s533,Lewis and Clark State Park,Modern Campgrounds,39.5380764,-95.0579002,Modern layer lacks visible modern-service proof in record text; broad park/forest/lake/river/system name; review as area/rule or component split; legacy active row has no visible source URL,Layer/access/service proof audit.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
